Title,Image,css2lqh28,cssl2wjgv,joblink_URL,joblink,css3g3psg,css3g3psg1,css3g3psg2,cssr3emcz,dflex,Description,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16
,https://media.glassdoor.com/sql/11951/axcelis-technologies-squarelogo.png,4.0,Axcelis Technologies Inc.,https://www.glassdoor.com/partner/jobListing.htm?pos=2824&ao=1136043&s=58&guid=00000186d3865903adc91505a8319a34&src=GD_JOB_AD&t=SR&vt=w&cs=1_db480d1a&cb=1678586043019&jobListingId=1008521339024&jrtk=3-0-1gr9ocm91itng801-1gr9ocm9ljm7s800-db3adbc2e0a699f9-,Data Scientist I,"Beverly, MA",$79K - $109K (Glassdoor est.),(Glassdoor est.),,1 day ago,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,Axcelis Technologies Inc.,Data Scientist I,"Beverly, MA",$79K - $109K (Glassdoor est.),,,1 day ago,,3.0
,https://media.glassdoor.com/sql/507/pnc-financial-services-group-squarelogo-1524603954371.png,3.6,PNC Financial Services Group,https://www.glassdoor.com/partner/jobListing.htm?pos=2825&ao=1110586&s=58&guid=00000186d3865903adc91505a8319a34&src=GD_JOB_AD&t=SR&vt=w&cs=1_b6a53850&cb=1678586043019&jobListingId=1008502856439&cpc=65CC663E25211861&jrtk=3-0-1gr9ocm91itng801-1gr9ocm9ljm7s800-c47576ad66fe4b50--6NYlbfkN0AMofH_6zXbiqn6xehDj89HQNfpf30LHk40Y3Yl5cZTpm-EXukPQNet_K9MQV9Co4xFZ7gbN1gbxQ8LIVzVzGT3fUE3hFiQh0V27VGSIiR80KWQcupshnQHuzUimXI3lC6q6mu2TdXBcS0A1ga8MR0GoB1_BVWeF5XC2ZLP5M5Em8JPFF6g9y3FPGOS-yQYHl5E8-7wMlKRn6dA8ZrqBI8ME0mIyYiXXMOMWJ5AQwLWBTG7wF8yMbeA1g4EUeOtDMBr_TlxL9yuth290FB4eTy3SySOuqTFcTJA53AWk0oIVedMmDk9wdtmkDGgAtMKFoaPtUNRku4hYnMEw-_Imq8waB3_njILy9QdUXBGFQ7AUWIyH7ewef-4f6D8bClV8SOMbePDexo46UM1tBF04Wz8DG8Va9FIDsmuFV7Et0gvcQcthDR765DCLnLO32zD905yDtpMczgNBaeKE2gqPpAeYuM0LAlM0ZJIcFiKwDj6ktyAoK2FZu0pBeDHyCSB7q8dcT7KD98juazZxECjEWTbYsSBUWoKLewkuX__wDMNNHMLHivutNd3haK8QA70lmbYjB1mCNW3eFoZ434vRJ7b7NyBQkd0pgw27Tu8h7JyRzMNfE2g7Z_nhJyiMG9No1KBrMeRmouGSkzK3dxG95OuF0XtcODIIsbfnDj6gqeUKjtzKuR18uv-bhM3dIUYze8oFplsGTykH0QOuhsIll6aPUFl_MYkf7k_PqzrNpRIC1F95HtBlvg0KUXuj3YUhF6l6kopvgOie-4QeEOy9CDXmAIL8yokhkrYTlBqpgvyjoc5_VdxC2WUbhxExjGEB-KbidGRdAWOqm5VMD2Zle133GRR8BgXVOySoaQZAT-WiSYGly4R6yuOXJ9tmlMTaOnWPczBryXtUJrptDy8EEPLQZQf70mn0b8pokHkSpCzOnDVbxHeT4kzpazIVJ9AjShSIpjJ6rcBx742K291h1JR240EgIKETE10JHIPTedUgkZTI3APkDYJnEVM46CPTSB-pxDBnnqfeTc4CeoaHdv9Ko7Uwg1HRdmZpJdtd0Fx-3UHqLF9BbCDWt4Bf_lXib18nB9FQ6HQ1mVCLMHruqsY5S3iRJVqZ3cx-4lZg16QadJp90S4rt1KjeQQkZqPDx-zw7pozs23bOLciBg-4mWHJggJEs54gsI%3D,Data Scientist Sr,"Pittsburgh, PA",,,,10d,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,PNC Financial Services Group,Data Scientist Sr,"Pittsburgh, PA",,,,,,3.0
,https://media.glassdoor.com/sql/40260/paramount-squareLogo-1663339194978.png,3.9,CBS Sports,https://www.glassdoor.com/partner/jobListing.htm?pos=2826&ao=1136043&s=58&guid=00000186d3865903adc91505a8319a34&src=GD_JOB_AD&t=SR&vt=w&cs=1_08581414&cb=1678586043019&jobListingId=1008523279106&jrtk=3-0-1gr9ocm91itng801-1gr9ocm9ljm7s800-00209b21fef3b9b9-,Data Engineer/Scientist (Freelance/REMOTE),"New York, NY",$40.00 - $60.00 Per Hour(Employer est.),(Employer est.),,24h,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,CBS Sports,Data Engineer/Scientist (Freelance/REMOTE),"New York, NY",$40.00 - $60.00 Per Hour(Employer est.),,,24h,,3.0
,https://media.glassdoor.com/sql/6234/highmark-health-squareLogo-1622751102332.png,3.7,Allegheny Health Network,https://www.glassdoor.com/partner/jobListing.htm?pos=2827&ao=1110586&s=58&guid=00000186d3865903adc91505a8319a34&src=GD_JOB_AD&t=SR&vt=w&cs=1_6b293b83&cb=1678586043019&jobListingId=1008311456371&cpc=39721386339D0809&jrtk=3-0-1gr9ocm91itng801-1gr9ocm9ljm7s800-2fcc483ae1d2e175--6NYlbfkN0CkDCxCQ_zBBGMC2k67DQ0nfCSiDkGx1VFWrdw6nWehnPJiU0-N-32EW8is8Wvm05PdkdOwUiQHuJyM7D0scVorYBBrwTpHJLMFH_qcU5FlQhVj7hFH-49afXAqUJ0fEzFWjNXXI58ZqoVbxoi-Q4R_PBB-HHT5DfUI_89Qsva1TV9lkvEQktIWnLOl-zt76PzkbUbsr7-OLS6WR1eGctJz3ZUNqiUdupr9fKRDb0x0CK4U_kbwbwmHdq9PBAeFl35HItivLy1Kq3Ai_el7denjF2hvztf6haTYlxvnbj7R2rfTs75BPYhzOLnz9Ry5YBB9Sk3UlQXsW8Ez9ftICyxepAQGFZ-fxczOF_1J4j22RafK0D_b5nXvdVrlBtif-gYJTu8bvO6ArvrpuCBS1BNG_o_IIwvi_G8WvKqa9LeLjX8YFee-hqeM1zWruiI66V1ZNZhS-Qp9_gRo1rYRbFihYGwFJLE4rgpj3VyLKcnQg_CZdLEDTJegXCY_33A9_mDvhqW9crOtJxZDlJNckJKiZWa3DuVAlZjUr9lGsEeh-1OV-MFYuu2vhnxYM0MyA8Z2mCrGdMDpiy89NS4t8Zt1mcTEc5UpeExfARtxVyo-1cIhnB4B6Wvkhd3BopvZqfB1cZH7QN87tYyj48rRNmiPjBZNbEFOVK4gKo9A2QIWSNPyTIIXR5aKQ3Z3m3rD0VnqY1qKY0zPVsI3J2yONRGUp8zc_KFDK3UQ46kjM9NLyQ%3D%3D,Data Analyst Senior,Pennsylvania,$23.78 Per Hour(Employer est.),(Employer est.),,30d+,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,Allegheny Health Network,Data Analyst Senior,Pennsylvania,$23.78 Per Hour(Employer est.),,,30d+,,3.0
,https://media.glassdoor.com/sql/396271/uthealth-houston-squareLogo-1656593769340.png,4.0,UTHealth Houston,https://www.glassdoor.com/partner/jobListing.htm?pos=2828&ao=1110586&s=58&guid=00000186d3865903adc91505a8319a34&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_253503ea&cb=1678586043020&jobListingId=1008456911999&cpc=C19BE7EA145E205E&jrtk=3-0-1gr9ocm91itng801-1gr9ocm9ljm7s800-de98f6b1bc8d004a--6NYlbfkN0B0WYpsfFdlHnzkaod_43XUfc-xLBay7Qn_M2_P6Smr4LLRFt8BieORw1Uj8PJBoMSj6qf9QrzKqsJcj0D3elqEgmbTb9TdfHcwOLp4xUifd8vpP8hX9xqJdMckXZFmy0l_YG16dYN1tnFkQiX5Q87Gi_B6XrlOZ_35MQha4sxR6TIrwwGIBuzsqni36IsbypbzmGPs1iLecd_7SVub_4ePlXHQfRO6u1_pIR4c7RnIxIF0iVs_AiYZKKLnjzNtkcYfdzV4uuSaJNThV2Zd69pzKM9BIuqbNGL0bu94nyJ-Rj7BEr32mlbFdIdaigoVGV5biJYk2VhLfpjjMA25BHD1EoRiB54a6ulJz2DmKQfurkMPQwPTsjNl8HrhGQGgM4QkjKZ5929ArfkoZ-Fx7GL0yegTapwhQ08kZ75TbyXh0fFNU-c_xSekJPSccPj0E0pOUaQkxHzvYW6y5LGkzi5_D388V0L_I8IKkP7ky-ipzuj7t28MEH81t8FLXkNtzxlzSHSVYLtzTIJ_mnMjQaM0-7913dxyNGKeAKfwTLXpmm_XxJDYwyXCdhd-Kr9QYotzrBwLMrPsfAYFExY9yBJ4CNd866wLymeZg4PkEGlQX8oGa-uP8_Ru,Research Data Scientist & Administrator III - Hybrid,"Houston, TX",$103K - $154K (Employer est.),(Employer est.),Easy Apply,30d+,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,UTHealth Houston,Research Data Scientist & Administrator III - Hybrid,"Houston, TX",$103K - $154K (Employer est.),Easy Apply,,30d+,,3.0
,https://media.glassdoor.com/sql/621011/etrailer-squarelogo-1587758790375.png,3.9,etrailer.com,https://www.glassdoor.com/partner/jobListing.htm?pos=2829&ao=1136043&s=58&guid=00000186d3865903adc91505a8319a34&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_981d3112&cb=1678586043019&jobListingId=1008272384540&jrtk=3-0-1gr9ocm91itng801-1gr9ocm9ljm7s800-1292d743fbc2f949-,Data Engineer/Data Scientist,Remote,$100K - $180K (Employer est.),(Employer est.),Easy Apply,30d+,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,etrailer.com,Data Engineer/Data Scientist,Remote,$100K - $180K (Employer est.),Easy Apply,,30d+,,3.0
,https://media.glassdoor.com/sql/628847/asics-digital-squareLogo-1658175075704.png,4.2,Asics Digital,https://www.glassdoor.com/partner/jobListing.htm?pos=2830&ao=1136043&s=58&guid=00000186d3865903adc91505a8319a34&src=GD_JOB_AD&t=SR&vt=w&cs=1_5c5c8ef9&cb=1678586043019&jobListingId=1008455003252&jrtk=3-0-1gr9ocm91itng801-1gr9ocm9ljm7s800-75fc56b9ab75be4b-,Data Scientist Co-op,"Boston, MA",$77K - $119K (Glassdoor est.),(Glassdoor est.),,30d+,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,Asics Digital,Data Scientist Co-op,"Boston, MA",$77K - $119K (Glassdoor est.),,,30d+,,3.0
,https://media.glassdoor.com/sql/456861/proteam-solutions-squarelogo-1514989064329.png,3.0,Proteam Solutions Inc.,https://www.glassdoor.com/partner/jobListing.htm?pos=2901&ao=1110586&s=58&guid=00000186d386710aa5352d16836442dd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_eaf7212b&cb=1678586049215&jobListingId=1008521580184&cpc=179A63ACDFA89555&jrtk=3-0-1gr9ocs9mkbmg801-1gr9ocsaejm7s800-6548b6bae97674d8--6NYlbfkN0AEHyidsAqlM5jU6RNZv1Yf_D4e3sgfUyke_uMGTUdwuGEsMH9zTzauIRFeNPBJHlpfMBZZlmek1sj9_cXOGb7ZknOE9gJEE_zMscG36N6k4035LbtZLMUPI89Swd4YHOYhJRL4B2XrtQl1nWKtNvQMcu4fzWNgKeGT4dWmA-r4ZGPPTfs94XW5FYsfynLysvXMGtgXhJv24Jj31RWLCJdX5Z2e5_eb3-TbjvME4Fj9I_D8PZcM4THAYIm2wBpdxnk4c_TKFg139vFmsvmVq-E916vCTz6YryN_YF6mMwRpJLVkggxiXOcNCy3kjG8GK27lsGiixA8XDLss7Zqq8jKDOpYAxnOapJ5CQpFXn9VdcHrQ9x3PEpHmCSpr3ZEsarzB4UYfLKSleow5wgEFB-qpyMUVLvko7Hjxrh5SgcwNLCrNHqjPSWtgci7ICD6uZHqdgwUvjsrFDEhfNI-A9hEhc5W1xX1hGx0z0nzomE41HBh77ngG2KpAP60eQTEeV3Q1pttm_iggaJo8DdP5ZUezszZ_0O3EHpaxldOZPlTPR42WokRV0n991M5m18rtAX-n8MIo-7Nlw_541-zbZtsSM1NtFc4_HhE%3D,Data Scientist,"New Albany, OH",$33.00 - $41.00 Per Hour(Employer est.),(Employer est.),Easy Apply,1 day ago,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,Proteam Solutions Inc.,Data Scientist,"New Albany, OH",$33.00 - $41.00 Per Hour(Employer est.),Easy Apply,,1 day ago,,3.0
,,,TBD Solutions LLC,https://www.glassdoor.com/partner/jobListing.htm?pos=2902&ao=1110586&s=58&guid=00000186d386710aa5352d16836442dd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e81f1545&cb=1678586049215&jobListingId=1008502238053&cpc=973E6D846143997F&jrtk=3-0-1gr9ocs9mkbmg801-1gr9ocsaejm7s800-88027e97e62004d0--6NYlbfkN0Ckpj9pJ7qJ3ygixlf8Zq4O57HXgoGXYFjkOTaLGVoyZ7n54bTGyHY7p4jiJK-iiA0BrX_D-usssYtvFb0zUvBXFVExVJxNHRPFH5SV0Irl4D36QrAeAvnQBwu6o92n8nIA3K9zmQK0hUan_iSJRBCXcq5vqpnVLq6wgUrXHu4vMlqbpdJQJ8DTHuZFDnAVJWJdPoSh94DkWTW3kAVhvU_Jbw6aECeuDmoYT00bpVv9iN5MZbTgHFRWtfEt5xBJRfQznYc4NbzE8G6a98B9N3KV2cEA5GABNEg7Ugfq02uLwqaFkmet8umTyQJyiqehI51b4bgmZsMJDbYdT9s33LMYfz13HKhFJposupEwd67YBscDtcnX9hkbpGQRgmQvFbiLElYLpnBTtBXBdIX9rwA-WyzOJvQlYS8IXgwvZT851OQLSXsDy9o3tIdqOxNcaKiYhfY0tEkfqwf_l9Hd1NdqGDfHvmfvM5gdpQdB4R4ZhyMg6gFxL-VJVgygRdDOvy2f9Mulq2dSJZc3qXnHkwwHvnJ_l0hHPzrgLh3SG7qxMFgUMDVlj313BL98xfDsQVwr5tGYtasaiQacDfrcvUacmT-NblVMzQI%3D,Data Scientist Consultant,"Grand Rapids, MI",$78.75 Per Hour(Employer est.),(Employer est.),Easy Apply,10d,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,TBD Solutions LLC,Data Scientist Consultant,"Grand Rapids, MI",$78.75 Per Hour(Employer est.),Easy Apply,,10d,,3.0
,https://media.glassdoor.com/sql/1260009/slim-chickens-squarelogo-1500634472994.png,3.7,Slim Chickens,https://www.glassdoor.com/partner/jobListing.htm?pos=2903&ao=1110586&s=58&guid=00000186d386710aa5352d16836442dd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4eeba8e1&cb=1678586049216&jobListingId=1008428688354&cpc=7B914D47B0B0E7B2&jrtk=3-0-1gr9ocs9mkbmg801-1gr9ocsaejm7s800-e150557bba8ec2b1--6NYlbfkN0DdhE0GJ1OLpp1dBADwNsb9mCEdAPVKR2XSG2R8U4D79hucf7w9HM-mtHTLlsXyFfhXqeZvlB9QoPVwac2TGF-W1zcKjj_I3s6mLeQMNxHYf9B-BvD660j9j_l-R59Z7AvxkwS8r1mUPFK8AaFZedaYiKDWukiF1L7WCBx48W2coMRFFHXwnfOtEa5RnpE6QnvXt5o252Zo8D-bPQ9xlm-CgGskYFilCEWIFuGf3KVp2B8PdlWamvIhjhNbgNtVc57K8viZ6vdveWl92nFJQQCjlD8g5h3tD2-Yilj7-urQjn0hj210GRB2oiMPuc_McnuzAavmaLspJwDV_iqzRQ5Xmh9OjLNepbPXqSYD83W0CAYWurIa1d9oiRw5jIt1opmbVeHvax0V_4DM8Aj4ETQ70TnxMxteelLMU6JuLpirmrKyulbMxd8rY4UQd5iOxuEDoA1BpcLPNd00d1haC_AuAjgFBR698rGVx6iLaymlUWf0rj98zmUeYWotNI1n3FGhFdqZAQlgi95pXx0fes7e7o7e2YRkmNS_tjlM-K-xmZz0h9RfzP_7w2vmuS5MUXK_EIBYGN47su3DhdTBDDmKmeesAChZ4tzdC7a74pizUQ%3D%3D,Senior Data Analyst - Finance,"Fayetteville, AR",,,Easy Apply,30d+,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,Slim Chickens,Senior Data Analyst - Finance,"Fayetteville, AR",,,,,,3.0
,https://media.glassdoor.com/sql/194262/johns-hopkins-university-applied-physics-laboratory-squarelogo-1514303602515.png,4.3,Johns Hopkins Applied Physics Laboratory (APL),https://www.glassdoor.com/partner/jobListing.htm?pos=2904&ao=1110586&s=58&guid=00000186d386710aa5352d16836442dd&src=GD_JOB_AD&t=SR&vt=w&cs=1_602fb67d&cb=1678586049215&jobListingId=1008444069717&cpc=98EC36F1896D89DA&jrtk=3-0-1gr9ocs9mkbmg801-1gr9ocsaejm7s800-5361c51b0b279c38--6NYlbfkN0DND_cY4AdZ9uf0CyzxvdaEIkE64BMiSLR1NLUGRAKCdb0EIWzKl7iUQ7clxobffV_3Tw75_m9_UZESF4b2pBFtTuwMSmejQqJzLT0vcWK-WE3zXRtKEdkQRm8niZtp70J9Z-NRkFeP2IaboJUCdoGHDvGgVlXPyLm98ZnOReJbbpZ3mdIoYZHbV62E1OeVP204zdhYqlAHikRKopcH1y9m3NDiGvraLHMkpAVWbta70Q8JE-UYZtF6KWLT8DmdBTFRjvyL0crDEP9YrkgnopyCTIPjrTyHosgWaTtWmgHqu7E9QT6NGIBsaiddMz1ak5yI2h25_nDTSu_aks7km08vLlZ3IttqtTUE6B51jv6g3luEfopycvZd76k-thKuE7o6ib2Odsk7RgAJlC8h_wAd-VjEUtxBNbgqUMGO5028H0MPNPdloi-t5XgkFdkP0MwHPtzxa-3s5GKONeyLTvpCNW9p-KdDAhreyTB51g4UfjYWKfefpaCqR4UEsVFykE-3-0ugd_tPJKMefWKN9Iw7Bz8dq0HNIRgSXrmCbpzdtzPTeSYIFI4B0-71TASQGPDM04jEmdF7fV3EGeknjnx5XH5ea1oS8Ce1WNEKfyOJkn7BjCPLnRMi-2_1mgJMzbo%3D,Electro-Optic Data Scientist / System Engineer,"Laurel, MD",$71K - $109K (Glassdoor est.),(Glassdoor est.),,30d+,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,Johns Hopkins Applied Physics Laboratory (APL),Electro-Optic Data Scientist / System Engineer,"Laurel, MD",$71K - $109K (Glassdoor est.),,,30d+,,3.0
,https://media.glassdoor.com/sql/18645/boston-children-s-hospital-squareLogo-1623685065263.png,4.0,Boston Children's Hospital,https://www.glassdoor.com/partner/jobListing.htm?pos=2905&ao=1110586&s=58&guid=00000186d386710aa5352d16836442dd&src=GD_JOB_AD&t=SR&vt=w&cs=1_77309ba1&cb=1678586049215&jobListingId=1007784538116&cpc=4AF433014564FFC7&jrtk=3-0-1gr9ocs9mkbmg801-1gr9ocsaejm7s800-f18a9d664939d3d6--6NYlbfkN0Bhr8CzNXk_kq8VbOnaegUXV7MSXFkQREdFtn5A2jDwRArKtI5GiFp3ChOKtWnLwC_OW6vYX-cTxth2ADoFbA2dKzNxoaFfW1vg9-p0vw1bHt1G3GKsFJXl94f3iDe5arrvfxgftQQB6WuRE1zqT_PsUSjq_1V3FBtqd_GDF7_eKRfRff8f7VGGbDHorRtl_OVy_mIfSjdn9jKQNLO34KevneZaHPaH_ME5NBgUX_vJljeUA9LqBvcllr_KtRmi1faWccRbur7d0_p-1sgKZ8WrpUFQEViBi98FcnMqgtFxUdgCfOJIF6-19U4iqWdHie3er4hS6cJkffYxTZQBpYhV4POAydFfsurtwmRKDAb_QNENza5D-isfOnCRkIwk8o-xqbozqPQu9kFOEfIE8jn9cKzDQW-v9ouulrp4SXqb7V960uND3v8-8kWlI_f-nD1RRaPPdY9KlNB1cbioO9D2Tc9--OsiAmlDcNE0QmQ8N6tdUT2mjcLveTDODwRy21upEbvdn9B_AgKSGvCfgQ9kFHwiH0cm5c9K2HX9yphSXwK5Go-mThbU5zy4p3bD9_2R8JQpocYitx5QGnS4HT3IssBHA6_GmadlpGSCt92k5aqStcYDW-JWcEfjNB9wfY6AIP6cJsKmEg7zxgO-ViqxqxsffpFj-CRzw_ieehMLdIFbhf42Ygi6yVwD8-sKYqE%3D,Natural Language Processing Research Assistant II,"Boston, MA",$42K - $54K (Glassdoor est.),(Glassdoor est.),,30d+,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,Boston Children's Hospital,Natural Language Processing Research Assistant II,"Boston, MA",$42K - $54K (Glassdoor est.),,,30d+,,3.0
